well,condition,timepoint_day,registration_channel,estimated_y_shift,estimated_x_shift,pre_registration_correlation,post_registration_correlation,overlap_fraction,registration_error,qc_pass,qc_note,row,column,common_crop
D09,PLD3_TMEM106B_no_mCherry,16,488nm Binned,0.0,-1111.9,0.006985472798173993,-0.002442375246365902,0.6123082287308228,0.9999999999999939,True,phase_cross_correlation_on_stable_channel,D,09,"{'y_start': 659, 'y_stop': 2868, 'x_start': 0, 'x_stop': 1756}"
D12,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,12,"{'y_start': 0, 'y_stop': 2868, 'x_start': 376, 'x_stop': 1907}"
D12,PLD3_TMEM106B_no_mCherry,12,488nm Binned,0.0,-961.0,0.009360051812712593,0.005203804581065619,0.6649232914923291,0.9999999999999922,True,phase_cross_correlation_on_stable_channel,D,12,"{'y_start': 0, 'y_stop': 2868, 'x_start': 376, 'x_stop': 1907}"
D12,PLD3_TMEM106B_no_mCherry,16,488nm Binned,0.0,375.2,0.008559348179270888,0.002648013994438624,0.8691771269177128,0.9999999999999905,True,phase_cross_correlation_on_stable_channel,D,12,"{'y_start': 0, 'y_stop': 2868, 'x_start': 376, 'x_stop': 1907}"
D14,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,14,"{'y_start': 0, 'y_stop': 2868, 'x_start': 454, 'x_stop': 1735}"
D14,PLD3_TMEM106B_no_mCherry,12,488nm Binned,0.0,454.0,0.007123699832040052,-0.001535886680944675,0.8417015341701534,0.9999999999999897,True,phase_cross_correlation_on_stable_channel,D,14,"{'y_start': 0, 'y_stop': 2868, 'x_start': 454, 'x_stop': 1735}"
D14,PLD3_TMEM106B_no_mCherry,16,488nm Binned,0.0,-1132.5,0.012008647790360875,0.006470190190690915,0.6051255230125523,0.9999999999999886,True,phase_cross_correlation_on_stable_channel,D,14,"{'y_start': 0, 'y_stop': 2868, 'x_start': 454, 'x_stop': 1735}"
D13,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,13,"{'y_start': 0, 'y_stop': 2345, 'x_start': 0, 'x_stop': 2868}"
D13,PLD3_TMEM106B_no_mCherry,12,488nm Binned,-40.1,0.0,0.0037779716078696003,-0.0007840920864637575,0.9860181311018131,0.9999999999999774,True,phase_cross_correlation_on_stable_channel,D,13,"{'y_start': 0, 'y_stop': 2345, 'x_start': 0, 'x_stop': 2868}"
D13,PLD3_TMEM106B_no_mCherry,16,488nm Binned,-522.8,0.0,0.008392365727566357,0.003661441371652571,0.8177126917712692,0.999999999999982,True,phase_cross_correlation_on_stable_channel,D,13,"{'y_start': 0, 'y_stop': 2345, 'x_start': 0, 'x_stop': 2868}"
D11,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,11,"{'y_start': 0, 'y_stop': 2105, 'x_start': 27, 'x_stop': 2868}"
D11,PLD3_TMEM106B_no_mCherry,12,488nm Binned,0.0,26.5,0.0018687945713569052,0.0034331693519154853,0.9907601115760112,0.9999999999999905,True,phase_cross_correlation_on_stable_channel,D,11,"{'y_start': 0, 'y_stop': 2105, 'x_start': 27, 'x_stop': 2868}"
D11,PLD3_TMEM106B_no_mCherry,16,488nm Binned,-762.3,0.0,0.013239761621413904,-0.006243123390088588,0.734205020920502,0.9999999999999788,True,phase_cross_correlation_on_stable_channel,D,11,"{'y_start': 0, 'y_stop': 2105, 'x_start': 27, 'x_stop': 2868}"
D10,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,10,"{'y_start': 91, 'y_stop': 2868, 'x_start': 0, 'x_stop': 2868}"
D10,PLD3_TMEM106B_no_mCherry,12,488nm Binned,38.6,0.0,0.002017560286437706,-0.004559260144760049,0.9865411436541144,0.9999999999999756,True,phase_cross_correlation_on_stable_channel,D,10,"{'y_start': 91, 'y_stop': 2868, 'x_start': 0, 'x_stop': 2868}"
D10,PLD3_TMEM106B_no_mCherry,16,488nm Binned,90.7,0.0,0.01273280189953699,0.0054998000795864815,0.9683751743375175,0.9999999999999812,True,phase_cross_correlation_on_stable_channel,D,10,"{'y_start': 91, 'y_stop': 2868, 'x_start': 0, 'x_stop': 2868}"
D15,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,15,"{'y_start': 0, 'y_stop': 2868, 'x_start': 758, 'x_stop': 2868}"
D15,PLD3_TMEM106B_no_mCherry,12,488nm Binned,0.0,757.8,0.020741632483196302,0.00743422495205924,0.7357740585774059,0.9999999999999889,True,phase_cross_correlation_on_stable_channel,D,15,"{'y_start': 0, 'y_stop': 2868, 'x_start': 758, 'x_stop': 2868}"
D15,PLD3_TMEM106B_no_mCherry,16,488nm Binned,0.0,408.9,0.0038233521210370436,0.006543232846695768,0.8574267782426778,0.9999999999999866,True,phase_cross_correlation_on_stable_channel,D,15,"{'y_start': 0, 'y_stop': 2868, 'x_start': 758, 'x_stop': 2868}"
D16,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,16,"{'y_start': 0, 'y_stop': 2868, 'x_start': 1222, 'x_stop': 2868}"
D16,PLD3_TMEM106B_no_mCherry,12,488nm Binned,0.0,211.6,0.0019290529948029905,0.0033026439876154483,0.9262203626220363,0.9999999999999895,True,phase_cross_correlation_on_stable_channel,D,16,"{'y_start': 0, 'y_stop': 2868, 'x_start': 1222, 'x_stop': 2868}"
D16,PLD3_TMEM106B_no_mCherry,16,488nm Binned,0.0,1221.7,0.00884645672837266,0.008206925879662425,0.574023709902371,0.9999999999999732,True,phase_cross_correlation_on_stable_channel,D,16,"{'y_start': 0, 'y_stop': 2868, 'x_start': 1222, 'x_stop': 2868}"
D17,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,17,"{'y_start': 0, 'y_stop': 2259, 'x_start': 991, 'x_stop': 2868}"
D17,PLD3_TMEM106B_no_mCherry,12,488nm Binned,-608.4,0.0,0.009929449574338561,0.01156546141439187,0.7878661087866109,0.9999999999999786,True,phase_cross_correlation_on_stable_channel,D,17,"{'y_start': 0, 'y_stop': 2259, 'x_start': 991, 'x_stop': 2868}"
D17,PLD3_TMEM106B_no_mCherry,16,488nm Binned,0.0,990.2,0.01528759421760716,0.01769209671582336,0.654741980474198,0.9999999999999605,True,phase_cross_correlation_on_stable_channel,D,17,"{'y_start': 0, 'y_stop': 2259, 'x_start': 991, 'x_stop': 2868}"
D18,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,18,"{'y_start': 0, 'y_stop': 2868, 'x_start': 1057, 'x_stop': 2868}"
D18,PLD3_TMEM106B_no_mCherry,12,488nm Binned,0.0,571.7,0.013325102327115451,0.010137454700956004,0.8006624825662483,0.9999999999999747,True,phase_cross_correlation_on_stable_channel,D,18,"{'y_start': 0, 'y_stop': 2868, 'x_start': 1057, 'x_stop': 2868}"
D18,PLD3_TMEM106B_no_mCherry,16,488nm Binned,0.0,1056.7,0.004770246004446812,0.007531138444764372,0.631555090655509,0.9999999999999815,True,phase_cross_correlation_on_stable_channel,D,18,"{'y_start': 0, 'y_stop': 2868, 'x_start': 1057, 'x_stop': 2868}"
D19,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,19,"{'y_start': 517, 'y_stop': 2868, 'x_start': 290, 'x_stop': 2868}"
D19,PLD3_TMEM106B_no_mCherry,12,488nm Binned,516.2,0.0,7.970570123200367e-05,0.005740086285130849,0.8200139470013947,0.9999999999999684,True,phase_cross_correlation_on_stable_channel,D,19,"{'y_start': 517, 'y_stop': 2868, 'x_start': 290, 'x_stop': 2868}"
